pk,jsondata,id,name,description,markup_description,version
842,{},842,field (1),"This reconstruction is probably incorrect as a V1V2 root would be highly irregular.  It was more likely either {*owe} or {*oʔe}.  Only the **WI** form prevents reconstruction of medial |w|, and **CH** does not confirm the **WI** glide.",,1
843,{},843,"female, woman","Cf. 1st, 2nd daughter. There seem to be two patterns here, a primary, exemplified in **CR**, **HI**,
**MA** and **TU**, and a secondary, represented in the other, geographically more
central, languages. The older form, with the more diverse distribution and
doublets in **TU**, would appear to have been {*wihe} or possibly {*wįhe}
(**CA**, if cognate, suggests the latter). The secondary form adds {-ą},
meaning unknown, as a postclitic. It became fused to whatever stage of
development had occurred in the subgroups. The root extension {-h(e)} is
typically lost in MVS languages, and in these cases the resultant form is
from {*wi-ą}. **CH**, **WI**, **DA**, **OF** glides are probably epenthetic. The numerous
entries in Riggs, (kin) terms for females that begin with non-nasalized
{wi-}, along with the nasality variation throughout MVS suggest that the
initial syllable was not originally nasalized, and that nasalization spread
from the second syllable, phonologically where possible, analogically
elsewhere, perhaps at different times.  The **CA** suggests that initial |w-| in
this set may be a reflex of |*wi-| ‘animate’.",,1
844,{},844,feeble,Cf. ‘**858**’.,,1
845,{},845,feather,"Cf. the various (game) bird names with {*(a)wą•-}. **CR** {íišušši}
‘plume’, which might seem to go here, should be compared with its **HI** cognate
{í•tohta} ‘plume’ from the root {tohtE} ‘shake’. Neither belongs in
this set.",,1
846,{},846,father (2) (vocative),"MVS moves stress to the final syllable in vocatives; this was probably
not the case in **PSI**.  In the **HI** form recorded by HWM, final |-ṡ =  -š| is
the definite article.",,1
847,{},847,father (1) (referential),"This noun is dependent in DH; the glide between the obligatory prefix
and the initial |a| of the root was reinterpreted as part of the root.

Aspiration in **OF** was conditioned by stress-shift. In **KS** and **QU** it appears
that a merger of the referential and vocative terms has occurred. **HI** |-u|
forms, which are so far unexplained, seem to have replaced the older term
recorded in WM; final |-ṡ =  -š| is the definite article.",,1
849,{},849,"fat, stout","The **CR**/**HI** initial vowel is not explained; nor is the vowel difference
under accent.  If initial |*i-| signaled, for example, stative status a **PSI**
stem-initial |*r| would become Dakotan |čh|.  If this is the case **PSI** may
have had |*r| instead of |*y|.",,1
852,{},852,"far, other, across",Cf. ‘**1176**’,,1
853,{},853,fan,"**QU** {-tti} is regular, from posttonic {*-tu < *Ru}.",,1
854,{},854,fall > lie down,"**HI**, **LA**, **CH**, and DH show forms with a relic, fused causative which is no
longer conjugated as a causative.  **MA** |wą́xpe| ‘**535**’ (one laid/hangs down?)
may also belong here, although it is a rather peculiar form, being
exceptional with regard to the normal **MA** constraint against clusters with |p|
as second element.",,1
856,{},856,fall (1),"There are too few forms here to give us a secure reconstruction;
however, the forms that do exist suggest a **PSI** compound |*hi•-phe|.  **QU**
|hide| ‘drop, cause to fall’ probably contains the initial root of this form.",,1
858,{},858,fail,Cf. ‘**844**’,,1
859,{},859,face,"Cf. ‘**807**’. These roots are distinct in **DA**, but may have merged in
other languages. Swanton was aware of this distinction, but found no
difference in **BI**. Matthews ignored the distinction in his reconstruction.

Lack of aspiration suggests earlier accent on leftmost syllable. **CH** length
and accent and **KS** length support this analysis. It is a very odd accentual
pattern however.  **CH** and DH sporadic nasalization are unexplained. **PSI** may
represent {*i-íte} here, i.e. a possessive prefix before a vowel-initial
form.  No glide is inserted, perhaps because the vowels were identical.  This
supposition would account for accent and vowel length.  Cf. also **CA** |įtu•ʔ|
‘**860**’ (**KS**).",,1
860,{},860,eye,"DH nasalization is unexplained. The following SE languages exhibit
forms that are not cognate but which share certain phonetic resemblances: **BI**
|tûtcû´ⁿ, tûtcóⁿ, tcûtcû´ⁿ, ítcĭtcû´ⁿ| ‘the eyes’ (DS-282a), **BI** |tətco•ne|
(MRH 1968), **OF** |aⁿtóhi, áⁿto| ‘**860**’ (DS-323a), **TU** |tasúi, tasúye|, Cf. **CA**
|įtu•ʔ| (**KS**).",,1
861,{},861,exist > born,"Lack of nasalization in **MA** is unusual, unless the term has been
borrowed from **HI**.  **CR** |i| is unexplained.  This verb is active in most languages but stative in a few.",,1
865,{},865,enter (3),"In DH there are other derived forms. The root appears, not
unexpectedly, to be |-phe| with an approximate meaning of ‘tread, step’.  Cf. ‘**813**’.  The cluster |*ph| was very rare in **PSI**, and there is evidence in
other forms that it may result from syncope of an earlier |**pVh| or |**wVh|
sequence.  Cf. ‘**813**’, ‘**978**’. The Catawba form, however, renders the syncope hypothesis suspect.

**CR** |bíihpi| ‘falling snow’ (GG-29, DEC-6), **HI** |wa•hpi| ‘to snow’, **HI**
{wirihpi}, ‘**1130**’ and **HI** {tipihpi} ‘sink into mud’ imply a verb
{-hpi} with a meaning like ‘be immersed in’.  If that form is to be
compared here, we must explain the reverse order of presumed |*w| and |*h|.

No explanation is forthcoming.

The **LA** ‘go with, follow’ meanings may indicate that we have homophonous forms
here.  Speculatively, ‘go with’ might be derived from |o-he| ‘**813**’, q.v.,
with an otherwise unattested (in **LA**) prefix |*p-| meaning ‘with’. Cf. **HI**
|api-| ‘with’.",,1
866,{},866,enter (2),See ‘**900**’,,1
868,{},868,"end, point, tip (1)","DH metathesis is regular.  **HI** shows rightward vowel
exchange.  The |u| of **CH** and **PCH**, the oral |i| of **PDH**, **DA** nasalization and
accent on the first vowel -- together these suggest that this form is
bimorphemic.   **BI** |pŭt, pŭdiyaⁿ´| ‘tip, end’ (DS-250a), if cognate,
represents a metathesis.  |x| in the MVS forms may in fact be |γ|.",,1
869,{},869,"end, finish > last (2)","The **KS** form suggests vowel length here.  Data for the other languages
represented come from sources that do not record length.",,1
870,{},870,"end, finish > last (1)",Cf. ‘**276**’,,1
872,{},872,emphatic topic,"An enclitic to nouns or noun phrases.  There is an otherwise
unidentified **BI** particle, |yą|, that may be related, although nasalization
would be unexplained.",,1
873,{},873,elm,"Most of the languages compound ‘**873**’ with ‘wood’ or ‘tree’: ‘tree +
elm’ in **HI** and **MA**; ‘elm + tree’ elsewhere.  Elm appears to be from {*wa +
ʔe/i}. {*wa-} loses its vowel as usual in this context leaving {*w-ʔe}
or {*w-ʔi}, which > {pʔe/i}. Note, however, that this development is
different from the 1Act forms of verbs whose roots begin with {ʔ} and
where the prefix also takes the form {wa-}. This may ultimately aid in
seriation of nominal and verbal morphologies.",,1
874,{},874,elk,"The **TU** form is unique in showing an initial {w-}, possibly the
reflex of {wa-} ‘**1180**’ or {wi-}, a classifier for animals.",,1
875,{},875,"elbow (2), forearm","The initial |i-| is presumably the inalienable possession prefix.

The **BI** forms with |-t-u| are the reflex of a compound of |įstódi| with |hu|
‘**1064**’.",,1
876,{},876,elbow (1),"The **CR**/**HI** forms for ‘elbow’ proper may have been influenced by **HI**
|paxxa| ‘corner, angle’ and its **CR** correspondent.",,1
877,{},877,eight,"The **CH** pattern is almost certainly borrowed from DH, as the basis for
this numeral is ‘**134**’, which, in **CH**, has undergone normal development to
{dá•ñį}, not {*ra•brį}. This term is probably not **PSI** in origin as it
occurs in the proper phonological form (*hpV + ‘**134**’) only in OVS and DH.

Its presence in Illinois Algonquian (Rankin, 1985) shows that it spread from
an OVS dialect. No actual **PSI** term for ‘**877**’ is currently reconstructible.",,1
878,{},878,egg,"**CH** and DH show reflexes of the usual |*tk > kt > ht|.  The forms with
initial |w| may reflect addition of the absolutive |wa-| or an old word for
‘bird’ |*wą| which appears in ‘**170**’, ‘**947**’, ‘**1092**’, and ‘**1087**’.  The latter term may also account for sporadic nasalization of the
first syllable.",,1
881,{},881,"earth, ground, land","Phonetically similar forms are found in Algonquian, Caddoan, Iroquoian,
Hokan, etc.  The **PSI** post-accentual consonant is difficult to determine.

Several subgroups suggest {-r}, while only MVS shows clear reflexes of
{-h}. Instances of {-r} could be epenthetic between the root and
suffix-initial vowels (as is frequently the case), or {-re} could be an
instance of morpheme replacement and generalization of a common suffix. The
**PDA** |*h| is unexplained.  Cf. ‘**554**’.",,1
882,{},882,"ear (3), inner; hearing","**OP** {ǫ} may be from either {*ą} or {*ų}, so cognacy is
uncertain. {*nixíde} is the expected form.",,1
883,{},883,"ear (2), external opening","There is a possible prefix {*rą-} here that frequently appears
(except in MRS) with numerous parts of the body. Dakotan and **WI** preserve this
root but only in ‘**713**’ q.v.  **CR**, **HI**, **MA** are clearly not cognate but show
interesting similarities.  Cf. ‘**1060**’.  Cf. also **CA** |naniré| ‘**713**’
(**AS**G/**KS**).  The **CR** and **HI** forms with (h)k cannot match the x of the other
languages.",,1
884,{},884,ear (1),"Absence of the initial resonant in MRS is unexplained; cf. ‘**883**’, and
especially ‘**713**’.  The medial cluster is subject to **DA** dissimilation and
Dhegiha metathesis, both regular.",,1
885,{},885,eagle (2),Cf. ‘**1087**’,,1
886,{},886,eagle (1),"**WI** < ‘eagle’ + ‘head’ + ‘**40**’ (sic for |-są|).  The **MA** form appears
to be an old compound of |hą| ‘night’ and |xura•re| ‘eagle’; both roots are
preserved only in this compound.",,1
887,{},887,"dwell, dwelling, house","**PCH** seems to have replaced the inherited vowel with the more productive
|-E|.",,1
888,{},888,"duck, waterfowl","The **DA** |maɣá| ‘duck’ represents a contamination of this root by **PSI**
‘**1092**’, q.v. The final vowel was reanalyzed in **CH**/**WI**.  Cf. ‘**768**’.",,1
889,{},889,dry (3),"DH shows a different fricative ablaut grade, also attested in **CH**.",,1
890,{},890,dry (2),"The extended form appears in **OP**, **OS**, **QU**, and **CH**.  The unextended form
is in **QU** and **LA**.",,1
