pk,phonetic,comment,original_entry,other_reconstructions
9402,,,-na {in} “éswena/ éshwena” ‘close/ soon (in time)’ JGT92-855,
9403,,,-na {in} “th^íanna” ‘time: a very long time’ JGT92-3619,
9404,,,,
9405,,,,
9406,,in ref. to time and place,-na {in} ecána ‘soon’ B-136,
9407,,,"-na {in} ektána ‘there behind, after’ B-142",
9408,,,-na {in} éna ‘right here’ B-142,
9409,,,"-na {in} kákhena ‘somewhere, in some direction’ B-280",
9410,,,"-na {in} thahéna ‘on this side, in ref. to time and place’ B-473",
9411,,,"-na {in} itáhena ‘on this side of, i.e. in time or place’ B-237",
9412,†-ną,,†-ną {in} tcókanaⁿ ‘when?’ DS-265b,
9413,,,"-ną {in} higų́ąną ‘right now, right away’ KM-857",
9414,,,-ną {in} jaają́ną ‘when?’ KM-1673,
9415,,,,
9416,,,,
9417,,,,
9418,,,,
9419,,,-ɛro ‘strict locative’ H-433,
9420,,,"-yó- {in} gayó ‘there (unseen), yonder, then, and’ RR",
9421,,,"-yó- {in} gayóje ‘then, at that time or place’ RR",
9422,,aru- verbal prefix,"-ru(k) ‘verbal subordinator, when’ J",
9423,,,-ru {in} aru- verbal prefix ‘at that time’ J,
9424,,,"-ru- {in} haruk ‘then, when’ J",
9425,,,"-ru- {in} hi•ruk ‘when, by the time’ J",
9426,,,-ru {in} íaru ‘over there’ J,
9427,,,-rú {in} kuarú ‘over there’ H&V,
9428,,,-ru {in} ó•ka•ru ‘there’ J,
9429,,,"-ru {in} šeʔeru ‘then, there’ J",
9430,,,,
9431,,,"šédo ‘yonder, there’ RR",
9432,†ðo,,†ðo “-thu” {in} gá-thu ‘at that time and place’ LF-47,
9433,†ðo,,-ðo {in} shé-thu ‘yonder there where you are’ LF-131,
9434,,,-ðo {in} ðéðu ‘here’ JEK,
9435,†-ri-,†-ri- {in} “tcębárina”,†-ri- {in} “tcębárina” ‘there he was’ KS-53 (?),
9436,†di,,†di “dĭ” ‘when’ DS-183b,
9437,†-dí,,†-dí ‘in’ {in} “aní ḳnedí” ‘in the water’ DS-205a,
9438,,,"-ya {in} yégaya ‘here, in this place’ RR",
9439,,,,
9440,,,-rá {in} “jará” ‘this one; here it is’ JGT92-2009,
9441,,,,
9442,,,"-ya {in} héciya ‘at that place, there’ B-170",
9443,,,-yą {in} téhąyą ‘far away’ B-486,
9444,,,"-yą {in} tohą́yą ‘as long as, as far as; ‘for how long?’ B-493",
9445,,,-yą {in} toką́yą ‘having ref. to another place’ B-495b,
9446,†-ki,,†-ki {in} “mon kí” ‘near the ground’ KS-164,
9447,†-ki,,†-ki {in} “impi kí” ‘fireplace ’ (lit. “fire here”) KS-164,
9448,†-ki,,"†-ki {in} “tēk”, or “teki” ‘here’ DS-273ab",
9449,,,,
9450,,,"phí, waphí ‘liver’ Marsh",
9451,,,hipí•yą ‘his liver’ FS,
9452,,,,
9453,,,"aptá ‘liver’ RG, GG-12, DEC-68",
9454,,,phí ‘liver’ C,
9455,†ta•pi•,,†ta•pi• “tāpī” ‘heart’ H.,
9456,,,,
9457,,,,*wpí; *pí
9458,,,,
9459,†pí,,"†pí “pi” ‘the liver, his or her liver’ DS-245b f.",
9460,†píyą,"A liver cut out of a body would be called |pi|, not |piyaⁿ|.","†píyą “píyaⁿ´, piyaⁿ´” ‘A liver cut out of a body would be called {pi}, not {piyaⁿ}’. DS-245b f.",
9461,,,píi ‘liver’ KM-2476,
9462,,,,
9463,,,pí ‘liver’ R-421b,
9464,,,apišá ‘liver’ J,
9465,,,,
9466,,,"píʔre, píʔ ‘liver’ C",
9467,,,,
9468,,,ppi ‘liver’ JOD,
9469,,,ppí ‘liver’ RR,
9470,,,,
9471,,,hpí “p̣i” ‘liver’ LF-128b,
9472,,,,
9473,,,,
9474,,,ppí ‘liver’ C,
9475,,,tteppí ‘animal liver’ RR,
9476,,,,
9477,,,,*Lyį́k-; *yį́k
9478,,,žį́ka ‘little’ RR,
9479,,,,
9480,,,čhįčá ‘child’ C,
9481,†čį́ki,,"†čį́ki “tcĭ´ñki” ‘little, small’ DS-329b",
9482,†yį́ki,,†yį́ki “yéñki” ‘young’ H.,
9483,†yį́ki,,"†yį́ki “yíñḳi, yiñḳí, yiñḳiyaⁿ´” ‘small, young, son’ DS-294a",
9484,,,-nįk ‘diminutive’ KM-1157,
9485,,,,
9486,,,ǰįǰa ‘offspring’ PAS,
9487,,,žį́ga ‘little’ RR,
9488,,,-hiŋa ‘diminutive’ RR,
9489,,,,
9490,,,,
9491,,,,
9492,,,"ćiŋćá ‘child, young of animals’ R-101a",
9493,,,žį́ka ‘little’ RR,
9494,,,žį́ga ‘little’ C,
9495,,,,
9496,,,-yįñe ‘diminutive’ JDH,
9497,,,,
9498,,,,
9499,,,"phuté ‘upper lip, beak of mosquito’ C",
9500,,,"pų́ųč ‘depressed area between upper lip and nose just under nose; snout (of animal, or in jest, of person); area of upper and lower jaw, from under nose down to chin’ KM-2514",
9501,,,,
9502,,,"puté ‘upper lip, snout’ R-429a",
9503,,,,
9504,,,apú•ti ‘upper lip’ J,
9505,,,"apú•ši “apúushi” ‘nostril, area between nose and upper lip’ GG-12, DEC-68",
9506,,,,
9507,,,,
9508,†i•staplaksi•k,,†i•staplaksi•k “īstablaksīk” ‘lip’ H.,
9509,†isti•,,†isti• “istī” ‘beard’ H.,
9510,†istihio•i,,†istihio•i “istihiōi” ‘beard’ H.,
9511,,,"hístak ‘his jaw, cheek’ KS",
9512,,,,
9513,,,"išti ‘lower lip, under lip’",
9514,,,,
9515,,,,
9517,†ąptí•yaho,,†ąptí•yaho “ạmptíyaho” ‘it thunders’ DS-321a,
9518,†ąpčə́ki,,†ąpčə́ki “ạmtcạ´ki” ‘it lightens (sic)’ DS-321,
9519,,,ǰaaǰą́p ‘lightening (sic)’ KM-1675,
9520,,,hooǰą́p ‘lightning’ KM-1694,
9521,,,waką́jóoǰą́p ‘lightning bolt’ KM-3342,
9522,,,,
9523,,,,
9524,,,,
9525,,,yüǫ́ba ‘sheet lightning’ RR,
9526,,,,
9527,†ðühą́pa,,†ðühą́pa “thihóⁿba” ‘lightning’ LF-147a,
9528,,,“thióⁿba” ‘sheet lightning’ SW-113,
9529,,,,
9530,,,,
9531,,,dikdíze ‘lightning’ JOD,
9532,,,čikǰíze ‘lightning’ OM/RR,
9533,,,"luglí, lúgli ‘lightning’ Marsh",
9534,,,,
9535,,,karíhka ‘lightning’ J,
9536,,,,
9537,,,"kalíhčii ‘lightning’ RG, GG-50, DEC-7",
9538,,name,ðigðíze-mą́ðį ‘Forked Lightning Walking’ (name) JOD1890:213.2,
9539,,,,
9540,,,"háha ‘light, not heavy’ JGT92-24",
9541,,,háha ‘light in weight’ RR,
9542,,,"“hahála” ‘loose, easily moved’ B-164a",
9543,,,"hahą-nį́k, hahą́-įk ‘be light in weight’ KM-564",
9544,,,,
9545,,,"“hahádą” ‘easily moved, light in weight’ R-122a",
9546,,,háha hįŋa ‘light in weight’ RR,
9547,,,,
9548,,,,
9549,†háha,,"†háha “háha” ‘light, not heavy’ LF-58a",
9550,,,,
9551,,,hahada ‘light’ SW-113,
9552,,,,
9553,†hą́ŋe,,"†hą́ŋe Marsh, JGT92:104",
9554,†iyą́yą,,†iyą́yą “iyáñyan” ‘be lying’ JGT92:104,
9555,†-mąða,,(†-mąða in “qeman¢a” ‘frost’ JOD),
9556,,,wąʔ ‘sit’ Sp,
9557,,,mųri ‘dwell’ Voorhis-67,
9558,,,,
9559,,,"baačí ‘be in a position involuntarily’ RG; ‘remain, be lying’ GG-17",
9560,,1s mųká,yųká (1s mųká) C,
9561,†-mąki-,mę́ki- ?,†-mąki- “mahamĕñ´gise” (mę́ki- ?) DSF,
9562,,,,
9563,,,,*amą́ki
9564,†mą́ki,,"†mą́ki “máñḳi, mañḳí” DS-227a",
9565,,,boową́k ‘knock down by running into or pushing over’; giwą́k ‘cut down’ KM-3616,
9566,,,-(h)ąk ‘positional’ Voorhis,
9567,,,,
9568,,,,
9569,,,,
9570,,,,
9571,†wąká,1s mųká,†wąká (1s mųká) Riggs,
9572,,,wá•kE “má•ki” ‘be lying’ J,
9573,,,"wáhku “máhku” ‘exist, be, positional’ J",
9574,,,,
9575,,,,
9576,,,,
9577,,,ówąk ‘bed’ C,
9578,,,"wąkóʔš ‘be, be lying’ C",
9579,,,wąkahe ‘these lying’ C,
9580,,,,
9581,,,"žą́ ‘lie, be lying’ RR",
9582,,,"xą́įke ‘frost, killing frost’ RR",
9583,†mą́ki,,†mą́ki “mô´ñki” DS-326a,
9584,,,yųga PAS,
9585,,,-mąge in xémąge ‘frost’ RR,
9586,,,"žą́ ‘lie, be lying’ RR",
9587,,,,
9588,,,,
9589,†-mąke,,†-mąke in “xémoⁿge” ‘frost’,
9590,†-mąke,,"žą́ ‘lie, be lying’ RR",
9591,,,,
9592,†-wąge,,†-wąge in “qewañge” ‘frost’ JOD,
9593,,,,
9594,,,,
9595,,,"ihá ‘cover, lid’ EJ",
9596,,,iihá ‘lid’ KM-1630,
9597,,,,
9598,,,"ihá ‘cover, lid, stopper’ R-184a",
9599,,,íhaǰe ‘on top’ RR,
9600,,,,
9601,,,,
9602,,,,
9603,,,slípA ‘lick’ C,
9604,,,"slípa, wa- ‘lick with the tongue’ B-549",
9605,,,"siríp, ra- ‘lick, v.tr.’ KM-2564",
9606,,,,
9607,,,sdípa ‘lick’ R-432b,
9608,,,"sčǘwe, sčǘbe ‘lick’ RR",
9609,,,,
9610,,,"-cipE, ra- “nacipi” ‘lick’ J",
9611,,,,
9612,,,"chipi, dáa- ‘lick’ RG, GG-40, DEC-25",
9613,,,,
9614,,,“gisníbe” ‘licked his own’ JOD1890:62.11,
9615,,,,
9616,,conjugated verb form (?),hį-ada ‘we see’ (conjugated verb form) (?),
9617,,,įska ‘um’ C,
9618,,,“hináa” ‘women’s interjection of surprise’ B-175b,
9619,,,"“hiŋ” ‘interjection of disappointment’, ‘whoops’ B-175b",
9620,,,“hinúu” ‘women’s interjection of happiness’ B-175b,
9621,,,"ehį́ ‘nową, hortative’ (GRO)",
9622,†įdá,,†įdá “iⁿdá” ‘well!’ DS-201b,
9623,,,hį́e ‘question marker’ JOD,
9624,,,,
9625,,,i• ‘um’ J (?),
9626,†hįta,,†hįta “hiⁿda” ‘let me (think)’ LF-79b,
9627,,,“hĭndá” ‘let us see’ JOD CNAE VI:63.9,
9628,,,,
9629,,,,
9630,,,hų́•ši ‘pants’ C,
9631,,,“hųská” B-189a,
9632,,,“huŋská” ‘leggings’ R-158b,
9633,,,,
9634,,,"ithá•ci ‘his leggings, pants’ J",
9635,,,"issaachí ‘leggings’ GG-92, DEC-17",
9636,†-ǫska,,†-ǫska “ítsioⁿçka” ‘legging straps’ LF-81a,
9637,,,,
9638,,,,
9639,,,"ré•ge ‘hind leg, upper leg’ RR",
9640,,,,
9641,,,"iličí ‘hind quarter of animal’ RG, GG-87, DEC-104",
9642,,,čhečá ‘thigh’ C,
9643,†yeksa•,,"†yeksa• “yeksā (N), ieksā, yeksāi” H.",
9644,,,,
9645,,,,*yék
9646,,,réek ‘thigh’ KM-2598,
9647,,,,
9648,,,“ćeca´” ‘thigh’ R-97b,
9649,,,irikÉ “irikí” ‘his/her/its leg’ J,
9650,,,,
9651,,,,
9652,,,roké ‘leg’ C,
9653,,,,
9654,,,"žeká ‘leg, hind leg’ RR",
9655,,,"“tcạfhahi, tcạ́fhâⁿhe” ‘leg, calf of leg’ DS-329a",
9656,,,čheǰá ‘leg’ PAS,
9657,,,žegá ‘thigh’ RR,
9658,,,,
9659,†žeká,,†žeká “zhegá” LF-288b,
9660,,,,
9661,,,žegá ‘leg’ RR,
9662,,,,
9663,,,,
9664,,,dátta ‘left hand or side’ JOD,
9665,,,čhatká ‘left hand’ C,
9666,,,"a•ráhǰe ‘left, left hand or arm’ RR",
9667,,,"(hoi)ráčge ‘the left, n.’ KM-1318",
9668,,,,
9669,†ča_tká,,†ča_tká “ćatká” ‘left handed’ R-96b,
9670,,,yátta ‘left’ RR,
9671,,,,
9672,,,irahkiša ‘left side or hand’ J,
9673,,,,
9674,,,,
9675,,,"iláhčisa ‘left hand or side’ RG, GG-87, DEC-64",
9676,,,čakta Headley,
9677,†ðáhta,,†ðáhta “tháṭa” ‘left’ LF-288b,
9678,,,,
9679,†ðátta,,†ðátta “tháta” ‘left handed’ SW-112,
9680,,,,
9681,,,thuslá ‘leech’ C,
9682,,,tusdá ‘leech’ R-481b,
9683,,,kkistá ‘leech’ RR,
9684,†hkistá,,†hkistá “ḳiçdá” ‘leech’ LF-85a,
9685,,,,
9686,†kkisná,,†kkisná “kiçná” ‘leech’ SW-112,
9687,,,"“ā´p‹i, aphí” ‘leaf’ DS-321a, Ssf",
9688,,,,
9689,,,waxpé PAS,
9690,,,,
9691,,,waxpé ‘leaf’ C,
9692,,,apé ‘leaf’ JOD,
9693,,,,
9694,,,,*ʔáp; *ápi
9695,,,ápe ‘leaf’ H-58,
9696,,,"wą́rąʔpe ‘leaves, tea’ C",
9697,,,apé ‘leaf’ C,
9698,,< ną́ + áwe,náwe W-235b,
9699,,,ną́•we ( < ną́ + áwe) ‘tree leaf’ RR,
9700,†á•phi,,"†á•phi “ā´p‹i, aphí” ‘leaf’ DS-321a, Ssf",
9701,,,ha KS,
9702,,,yáp’há ‘tree leaves’ Sp,
9703,†hapi,,"†hapi “hápi, hapí, hap” ‘leaf’ DS-195a",
9704,,,"áap ‘leaf, n.; scale, n. (of fish)’ KM-12",
9705,,,nąąʔáp ‘leaf; tea (not brewed)’ KM-2109,
9706,,,,
9707,,,,
9708,,,"apé ‘leaf, leaves, blade of grass, fin of fish’ R-45b",
9709,,,žą́yabe ‘tree leaf’ RR,
9710,,,,
9711,,,á•pa ‘leaf’ J,
9712,,,,
9713,,,,
9714,,,"áapa ‘leaf’ RG, GG-2, DEC-11",
9715,,,,
9716,†ápe,,†ápe “ábe” ‘leaf’ LF-6a,
9717,,,,
9718,†žǫʔábe,,†žǫʔábe “zhoⁿábe” ‘tree leaf’ SW-111,
9719,,,,
9720,,,,
9721,,,"“aʔų́pa” ‘lay’, ‘place wood on fire’ B-97a, B-85b",
9722,,,“atʔą́we” ‘lay’ LWR-2,
9723,,,"pi• ‘lie, be lying’ KS",
9724,†(h)įpí,,"†(h)įpí “iⁿpí, hiⁿpí” ‘put down large horizontal object’ DS-202b (?)",
9725,,,"-tʔųp ‘place sth. long crosswise, lengthwise’ KM-3039 etc.",
9726,,,,
9727,,,"“a-oŋ´” ‘lay, place wood on fire’ R-40b",
9728,,,"“a-oŋ´-pa” ‘lay, place wood on fire’ R-40b",
9729,,,ákipi ‘harnessed; a team horse’ J,
9730,,,ákiphe• ‘to lay sth. over or across sth.’ J,
9731,†wakípihe•,,"†wakípihe• “makípihe•” ‘cross, crisscross (logs, one’s arms, etc.)’ J",
9732,,,,
9733,,,,
9734,,,,
9735,,,“iʔsá” LWR,
9736,,,ʔiʔsá ‘laugh’ RR,
9737,,,"haha KS, Sp. 23",
9738,,,kaha Sp.92,
9739,,,káa RG; GG-50; DEC-51,
9740,,,ixá (1s iwáxa) ‘laugh’ C,
9741,†įkse•ha,,"†įkse•ha “īñkçē (N), inksēha” ‘laugh’ H.",
9742,†įkse•ha,,“iñkcéha” JOD,
9743,,,,
9744,,,,*kxá
9745,,,"“háxahĕ, iñkxihí, iⁿkxihi” ‘laugh’ DS-218b",
9746,,,hikšá ‘laugh’ KM-947,
9747,,,,
9748,,,“iḣá” ‘laugh’ R-190b,
9749,,,khá• ‘laugh’ J,
9750,,,,
9751,,,"í_kxąh (1s íwakxąhoʔš) ‘tease, laugh, smile’ H-126",
9752,,,,
9753,,,í_xa ‘laugh’ RR,
9754,,,“ashehi” ‘laugh’ DS-321b,
9755,,,"“iⁿshéhi, iⁿshehí” ‘laugh at’ DS-321b",
9756,,,į́xa PAS,
9757,,,í_xa ‘laugh’ RR,
9758,,,,
9759,†í_xa,,†í_xa “íxa” (2s “íthaxa”) ‘laugh’ LF-81b,
9760,,,,
9761,,,í_xa ‘laugh’ RR,
9762,,,,
9763,,,,*wré
9764,,,té ‘lake’ JOD,
9765,,,blé ‘lake’ C,
9766,,< ‘water’ + ‘bitter (?),yup•se ‘rum’ Lawson < ‘water’ + ‘bitter’ (?),
9767,,,"yą, yąhiye• ‘water’ KS",
9768,,,"“yetáñi, yetaai” ‘sea’ H. (?)",
9769,,,tée ‘lake’ KM-3109,
9770,,,,
9771,,,mné PAS,
9772,,,ǰé ttą́ŋa ‘ocean’ RR,
9773,,,ǰé• ‘lake’ RR,
9774,,,,
9775,,,,
9776,,,“mdé” ‘lake’ R-312b,
9777,,,cé ‘lake’ RR,
9778,,,,
9779,,,né ‘lake’ RR,
9780,,,,
9781,,,waθų́ǰe ‘sew’ Marsh,
9782,,,íbazǫ́tte ‘lace up a pack’ JOD,
9783,,,"pazų́tA ‘lace, sew’ EJ",
9784,,,waazų́č ‘be enveloped with a feeling’ KM-3997,
9785,,,,
9786,†pazų́ta,,†pazų́ta “pazúŋta” ‘sew’ R-418a,
9787,,,íbazą́ǰe ‘lace up’ RR,
9788,,,,
9789,†ápazą́ce,,†ápazą́ce “ábaçoⁿdse” ‘lace up’ LF-5a,
9790,,,,
9791,†gazą́de,,†gazą́de ‘plait’ JOD1890:666,
9792,,,"éhče ‘know’ GG-47, DEC-90",
9793,,,,
9794,,,é•hke ‘know’ J,
9795,,,íhekoʔš ‘he knew it’ C,
9796,,,,
9797,,,,
9798,,,"iwáhųŋe ‘know, recognize’ Marsh",
9799,,,"íbahą, íbahǫ ‘know how, recognize’ JOD",
9800,†yéhą-ni,,"†yéhą-ni “yéhoⁿ, yĕ´hoⁿni” ‘know, recognize’",
9801,,,íbahǫ ‘know’ RR,
9802,,,,
9803,,,,
9804,†ípahǫ,,†ípahǫ “íbahoⁿ” ‘know’ LF-287b,
9805,,,“ibahoⁿ” ‘know’ SW-108,
9806,,,,
9807,,,ųspé ‘know’ C,
9808,,,"“afpĕ´ni” ‘forget, not know’ DS-319a",
9809,†įfpe,,†įfpe “iⁿ´fpĕ” ‘know’ DS-325a,
9810,†ųspe•,< ki + ǫspe + na bipartite negative,"†ųspe• “koñspēwa” ‘think, remember’ H.",
9811,†ųspe•,,“kíąkoⁿcpéwa” ‘remember’ JOD,
9812,†ųspe•,,“kíoⁿcpéna” ‘not know’ JOD < ki + ǫspe + na bipartite negative,
9813,†įspé,,"†įspé “spĕ´, cpi” ‘know how to’ DS-257b",
9814,†įspé,,“iⁿspĕ´xtitu” ‘they know very well how to do it’ DS-9:11,
9815,,,ų́spe PAS (1s ųmáspe),
9816,,,,
9817,,,,
9818,,,,
9819,,,,
9820,,,,
9821,,,ákhą ‘lean on’ JOD,
9822,†ákhą,,†ákhą “ákoⁿ” ‘lean on’ LF (OS) 12a,
9823,,,"-ką́, boo- ‘push or knock over with a quick blow, as with a car or bow and arrow’ KM-57",
9824,,,"-ką́, gi- ‘knock over by striking’ KM-363",
9825,,,"-ką́, wa- ‘push over, v.tr.’ KM-3336",
9826,,,"-ką́, ru- ~ hiruką́ ‘tip over by pulling’ KM-2685 (‘cover’ Lk-7.22fb)",
9827,,,,
9828,,,,
9829,,,,
9830,,,,
9831,†ak(h)ą́,,"†ak(h)ą́ “akaⁿ´” ‘topple, lean against’ DS-205a",
9832,,,"yükhą́ ‘lean as a door, shift as the wind’ RR",
9833,,,"báyükhą ‘lean, cause by cutting, as chair legs’ RR (JOD)",
9834,,,"bayǘkhą ‘lean, cause by pushing over’ RR",
9835,,,"bóyükhą ‘lean over, cause by punching, shooting’ RR",
9836,,,"büyǘkhą ‘lean, to cause by weight or pressure’ RR (JOD)",
9837,,,"gayǘkhą ~ -yí- (MR) ‘shove, push, knock to a leaning pos.’ RR (JOD)",
9838,,,"nąyǘkhą ‘lean, cause by pushing or lifting with the foot’ RR (JOD)",
9839,,,yüyǘkhą ‘make sth. lean by pulling on’ RR,
9840,,stative inflection,í•ka•xE “í•ka•xi” ‘lean against’ (stative inflection) J (?),
9841,,,,
9842,,,,
9843,,|í| directional,"íkaxxi ‘lean on’ í ‘directional’ RG, GG-86 (?)",
9844,†ákhą,,†ákhą “ákoⁿ” ‘lean on’ LF 12a,
9845,†áðikhą,,†áðikhą ‘leaning’ JOD1890:75,
9846,,,,
9847,,,,
9848,,,"ttáxe, ba- dry up, root up the soil RR",
9849,,,"ttáxe, bi- dry up, press dry RR",
9850,,,"ttaxé, da- gnash the teeth RR",
9851,,,"ttáxe, da- dry up from being gnawed RR",
9852,,,"ttáxe, di- dry out by pulling up, uproot RR",
9853,,,"ttáxe, ka- crack and die from being cut v as corn RR",
9854,,,"ttáxe, ną- stomp, trample, thump w. feet RR",
9855,,,"ttaxe, pá- cut and dry up, e.g. cornstalk RR",
9856,,,"ttaxe, pó- dry up from punching, cause to RR",
9857,,,"ttaxe, tá- dry up and die vi as vegetation from the sun RR",
9858,,,"ttáže, ba- popping sound from pushing",
9859,,,"ttáže, bi- popping sound from pressing",
9860,,,"ttáže, da- popping sound, make w. mouth",
9861,,,"ttáže, ka- clap the hands",
9862,,,"ttáže, ną- pop by stepping on",
9863,,,"ttaže, pó- thrust and cause popping sound",
9864,,,"ttaže, tá- popping sound, to make a",
9865,,,"cácaš, boo- ‘type (on typewriter); tap’ KM-43",
9866,,,"cácaš, hira- ‘(chatter, Lk-47.1)’ KM-985",
9867,,,"cáš, nąą- ‘tap with the foot in time to music; make noise walking’ KM-2124",
9868,,,,
9869,,,,
9870,,,,
9871,,"ga-, -xi","ttáxe, ga- (MR), -xi (JOD) tap, make a tapping noise RR",
9872,,,"ttáttaxe, ga- tap repeatedly RR",
9873,,,"ttaxi, ba- (JOD) grating sound of knife againstbone. RR",
9874,,cf. |taššahi| ‘a slap’,"taššE, ara- ‘step in mud and get sucking noise; slap with foot’ J",
9875,,,"taššE, ná- ‘nibble and make eating noise’ J",
9876,,,"taššE, naka- ‘pat’ cf. taššahi ‘a slap’ J",
9877,,,"taššE, nú- ‘stick hand in mud and get sucking noise; erotically massage woman’ J",
9878,,,"póttaɣe ‘flip, w. forefinger/thumb’ RR",
9879,,,,
9880,,,,
9881,,,"táxoʔš ‘he bellows, makes a loud noise’ H-246",
9882,,,ratáxoʔš ‘he cries’ H-246,
9883,,,katáxoʔš ‘he knocks’ H-246,
9884,,,“wadáye” ‘tap’ JGT92-251,
9885,†taxe-di,,"†taxe-di “tax, tatáxĕdí” ‘patter, drumming sounds’, “éṭaxkiyé” DS-269ab",
9886,,,ǰax ‘splash’ KM-1691,
9887,,,,
9888,,,"gadádaɣe ‘knock repeatedly, woodpecker’ RR",
9889,,,"daɣe, bó- (JOD) ‘flip’ RR",
9890,,,,
9891,,caus,táxxE ‘tap’,
9892,,,"taxxE, pá- ‘poke, pick at’ J",
9893,,,"taxxE, náka- ‘knock, hammer, cut little pieces of wood, pound’ J",
9894,,,"taxxE, ná- ‘gnaw’ J",
9895,,,"taxxE, nú- ‘shake door knob noisily; chip; tamper’ J",
9896,,,"tátaxxE, ha- ‘notch, whittle, get all meat out by knife’ J",
9897,,,"taxxE, ara- ‘prance, stalk, walk with short, fast steps’ J",
9898,,,táxxahe’ make a cracking noise’ (caus) J,
9899,,,,
9900,,,,
9901,,,"táxxe ‘make loud noise, bang (stative)’ RG",
9902,,,tattaxí ‘rattle’ GG-57,
9903,†katátaɣe,,†katátaɣe “gadádaxe” ‘knock’ LF-286b,
